Wavelength Flux
5838.3076171875 59176.27641296387
5839.5576171875 58504.80897521973
5840.8076171875 58742.15692138672
5842.0576171875 60471.151458740234
5843.3076171875 61547.3424987793
5844.5576171875 61507.64390563965
5845.8076171875 60999.209228515625
5847.0576171875 60273.71008300781
5848.3076171875 60023.298583984375
5849.5576171875 59956.29801940918
5850.8076171875 60311.5666809082
5852.0576171875 60752.85087585449
5853.3076171875 61024.011978149414
5854.5576171875 60942.392166137695
5855.8076171875 60818.273681640625
5857.0576171875 59945.527572631836
5858.3076171875 59859.015075683594
5859.5576171875 60595.237380981445
5860.8076171875 61575.721618652344
5862.0576171875 61789.942321777344
5863.3076171875 62043.71823120117
5864.5576171875 61494.383239746094
5865.8076171875 62115.89253234863
5867.0576171875 61777.779708862305
5868.3076171875 61832.54168701172
5869.5576171875 61714.27395629883
5870.8076171875 61790.18901062012
5872.0576171875 61912.4239654541
5873.3076171875 61875.68115234375
5874.5576171875 61801.73857116699
5875.8076171875 61606.33901977539
5877.0576171875 60901.64422607422
5878.3076171875 61033.88284301758
5879.5576171875 61563.626724243164
5880.8076171875 60266.99980163574
5882.0576171875 60530.11686706543
5883.3076171875 60606.123931884766
5884.5576171875 60718.11381530762
5885.8076171875 60551.350524902344
5887.0576171875 59663.766998291016
5888.3076171875 59225.80030822754
5889.5576171875 54366.679443359375
5890.8076171875 52032.9959564209
5892.0576171875 56751.86796569824
5893.3076171875 58645.63838195801
5894.5576171875 58293.0255279541
5895.8076171875 53705.52146911621
5897.0576171875 53163.71147155762
5898.3076171875 56983.19139099121
5899.5576171875 56825.94743347168
5900.8076171875 57055.230072021484
5902.0576171875 58134.76737976074
5903.3076171875 59115.908752441406
5904.5576171875 59452.39376831055
5905.8076171875 60354.47286987305
5907.0576171875 59860.55764770508
5908.3076171875 60012.52207946777
5909.5576171875 59546.515869140625
5910.8076171875 60316.63529968262
5912.0576171875 60761.02442932129
5913.3076171875 61114.62126159668
5914.5576171875 61760.88153076172
5915.8076171875 61377.76954650879
5917.0576171875 60957.00907897949
5918.3076171875 60358.54878234863
5919.5576171875 60030.22846984863
5920.8076171875 60188.5711517334
5922.0576171875 59684.31440734863
5923.3076171875 58663.92639160156
5924.5576171875 59004.78430175781
5925.8076171875 58769.42378234863
5927.0576171875 58897.3271484375
5928.3076171875 57930.93453979492
5929.5576171875 56630.94259643555
5930.8076171875 47737.84826660156
5932.0576171875 28503.403610229492
5933.3076171875 13603.495784759521
5934.5576171875 19489.83393096924
5935.8076171875 37158.281593322754
5937.0576171875 41755.883041381836
5938.3076171875 26935.37045288086
5939.5576171875 16190.566902160645
5940.8076171875 26598.677703857422
5942.0576171875 45332.64260864258
5943.3076171875 56339.61372375488
5944.5576171875 58764.545639038086
5945.8076171875 58923.59243774414
5947.0576171875 59222.3923034668
5948.3076171875 59054.19325256348
5949.5576171875 59582.8429107666
5950.8076171875 60210.511489868164
5952.0576171875 61076.40951538086
5953.3076171875 60868.3719329834
5954.5576171875 60179.28096008301
5955.8076171875 59795.10336303711
5957.0576171875 58387.23373413086
5958.3076171875 58756.67837524414
5959.5576171875 59156.458236694336
5960.8076171875 60437.365951538086
5962.0576171875 60934.03993225098
5963.3076171875 60932.73774719238
5964.5576171875 60784.965591430664
5965.8076171875 60025.0149230957
5967.0576171875 59759.99444580078
5968.3076171875 60396.49743652344
5969.5576171875 60219.583892822266
5970.8076171875 60242.55989074707
5972.0576171875 59795.794982910156
5973.3076171875 59979.26141357422
5974.5576171875 60207.026275634766
5975.8076171875 60536.92427062988
5977.0576171875 60116.61489868164
5978.3076171875 60133.71138000488
5979.5576171875 60654.22132873535
5980.8076171875 61335.635833740234
5982.0576171875 61274.857482910156
5983.3076171875 61497.55303955078
5984.5576171875 60895.75889587402
5985.8076171875 61078.4641418457
5987.0576171875 61180.36358642578
5988.3076171875 61435.947265625
5989.5576171875 61069.51953125
5990.8076171875 60500.66845703125
5992.0576171875 60609.9821472168
5993.3076171875 60487.435287475586
5994.5576171875 60657.125259399414
5995.8076171875 60492.04887390137
5997.0576171875 60680.58457946777
5998.3076171875 60077.094161987305
5999.5576171875 60177.230728149414
6000.8076171875 59905.043380737305
6002.0576171875 60485.661529541016
6003.3076171875 60993.72938537598
6004.5576171875 61081.3948059082
6005.8076171875 61412.68948364258
6007.0576171875 61500.508728027344
6008.3076171875 61122.474212646484
6009.5576171875 60696.43571472168
6010.8076171875 61028.35981750488
6012.0576171875 61169.25457763672
6013.3076171875 61527.230041503906
6014.5576171875 61797.422424316406
6015.8076171875 61534.60726928711
6017.0576171875 61330.45640563965
6018.3076171875 60780.726013183594
6019.5576171875 60126.04623413086
6020.8076171875 59622.32960510254
6022.0576171875 60060.08981323242
6023.3076171875 60465.24784851074
6024.5576171875 60719.668395996094
6025.8076171875 59936.943267822266
6027.0576171875 59429.5489654541
6028.3076171875 59084.34504699707
6029.5576171875 59668.8528137207
6030.8076171875 60201.325119018555
6032.0576171875 60826.75175476074
6033.3076171875 60775.6305847168
6034.5576171875 60235.832122802734
6035.8076171875 60806.704528808594
6037.0576171875 61223.8893737793
6038.3076171875 61268.53012084961
6039.5576171875 60658.75424194336
6040.8076171875 60139.337310791016
6042.0576171875 60450.560119628906
6043.3076171875 60001.70152282715
6044.5576171875 60329.03747558594
6045.8076171875 60650.94955444336
6047.0576171875 60231.11404418945
6048.3076171875 60125.868255615234
6049.5576171875 59388.651763916016
6050.8076171875 58875.6512298584
6052.0576171875 59002.949478149414
6053.3076171875 59821.70008850098
6054.5576171875 59785.65203857422
6055.8076171875 59975.51379394531
6057.0576171875 59221.40490722656
6058.3076171875 59561.23194885254
6059.5576171875 59578.708740234375
6060.8076171875 59922.23455810547
6062.0576171875 59731.630432128906
6063.3076171875 59384.57508850098
6064.5576171875 59529.81332397461
6065.8076171875 59778.71472167969
6067.0576171875 60299.438217163086
6068.3076171875 60435.637115478516
6069.5576171875 60710.10118103027
6070.8076171875 61042.91938781738
6072.0576171875 61553.09672546387
6073.3076171875 61669.56532287598
6074.5576171875 61920.18452453613
6075.8076171875 62270.15313720703
6077.0576171875 62517.660736083984
6078.3076171875 62306.733963012695
6079.5576171875 61941.53643798828
6080.8076171875 62462.777267456055
6082.0576171875 62614.04797363281
6083.3076171875 62220.643127441406
6084.5576171875 61748.84245300293
6085.8076171875 61625.411880493164
6087.0576171875 62104.68617248535
6088.3076171875 61964.675842285156
6089.5576171875 62532.5078125
6090.8076171875 62522.37284851074
6092.0576171875 62664.23295593262
6093.3076171875 63004.54911804199
6094.5576171875 63166.79376220703
6095.8076171875 62701.88394165039
6097.0576171875 62221.88102722168
6098.3076171875 61447.639099121094
6099.5576171875 61353.78028869629
6100.8076171875 61888.1940612793
6102.0576171875 61912.48272705078
6103.3076171875 62444.18458557129
6104.5576171875 62406.56332397461
6105.8076171875 62324.624603271484
6107.0576171875 61849.994064331055
6108.3076171875 61081.21223449707
6109.5576171875 60757.47366333008
6110.8076171875 61735.63319396973
6112.0576171875 62767.12837219238
6113.3076171875 63468.59103393555
6114.5576171875 63466.00614929199
6115.8076171875 63332.8585357666
6117.0576171875 63647.02410888672
6118.3076171875 63537.363342285156
6119.5576171875 62998.20048522949
6120.8076171875 62306.91720581055
6122.0576171875 61747.085205078125
6123.3076171875 61813.91172790527
6124.5576171875 61267.59603881836
6125.8076171875 61214.423599243164
6127.0576171875 61043.98847961426
6128.3076171875 61417.99151611328
6129.5576171875 61633.56629943848
6130.8076171875 61786.72709655762
6132.0576171875 61693.46908569336
6133.3076171875 61251.0485534668
6134.5576171875 61282.04736328125
6135.8076171875 61001.4268951416
6137.0576171875 61382.98872375488
6138.3076171875 61677.47392272949
6139.5576171875 62399.35350036621
6140.8076171875 62315.72688293457
6142.0576171875 62262.1305847168
6143.3076171875 62097.72036743164
6144.5576171875 61510.61102294922
6145.8076171875 60084.43829345703
6147.0576171875 59830.74024963379
6148.3076171875 59780.15606689453
6149.5576171875 61237.57125854492
6150.8076171875 61711.49841308594
6152.0576171875 61929.178131103516
6153.3076171875 62110.03575134277
6154.5576171875 62249.80368041992
6155.8076171875 62050.256271362305
6157.0576171875 62490.27865600586
6158.3076171875 62495.86898803711
6159.5576171875 62426.708908081055
6160.8076171875 62011.47639465332
6162.0576171875 61709.004806518555
6163.3076171875 61045.05432128906
6164.5576171875 60202.738021850586
6165.8076171875 59776.86268615723
6167.0576171875 59303.6446685791
6168.3076171875 60318.01788330078
6169.5576171875 61383.627044677734
6170.8076171875 61440.98245239258
6172.0576171875 60543.76510620117
6173.3076171875 60633.56065368652
6174.5576171875 61540.85090637207
6175.8076171875 62043.72889709473
6177.0576171875 62189.79553222656
6178.3076171875 61305.0354309082
6179.5576171875 59403.21011352539
6180.8076171875 57547.0418548584
6182.0576171875 57828.13757324219
6183.3076171875 59277.00938415527
6184.5576171875 60742.654373168945
6185.8076171875 61017.69267272949
6187.0576171875 61031.232345581055
6188.3076171875 61570.13705444336
6189.5576171875 62194.14205932617
6190.8076171875 61945.18086242676
6192.0576171875 61397.23335266113
6193.3076171875 60798.907287597656
6194.5576171875 60427.82942199707
6195.8076171875 61102.94291687012
6197.0576171875 61057.25035095215
6198.3076171875 61162.34060668945
6199.5576171875 60423.852279663086
6200.8076171875 59798.44985961914
6202.0576171875 59338.76103210449
6203.3076171875 58675.22048950195
6204.5576171875 57305.5520324707
6205.8076171875 56385.89025878906
6207.0576171875 55610.06726074219
6208.3076171875 56473.04577636719
6209.5576171875 58071.779037475586
6210.8076171875 58961.69599914551
6212.0576171875 59033.56575012207
6213.3076171875 58796.9674987793
6214.5576171875 58284.01991271973
6215.8076171875 58963.77062988281
6217.0576171875 60082.17300415039
6218.3076171875 60278.90545654297
6219.5576171875 60398.863510131836
6220.8076171875 60688.88345336914
6222.0576171875 60503.00045776367
6223.3076171875 60647.06394958496
6224.5576171875 60606.48597717285
6225.8076171875 61352.543197631836
6227.0576171875 61326.10534667969
6228.3076171875 61295.47720336914
6229.5576171875 61571.26629638672
6230.8076171875 60800.62400817871
6232.0576171875 59863.39176940918
6233.3076171875 60172.41290283203
6234.5576171875 59031.664474487305
6235.8076171875 58543.93376159668
6237.0576171875 58159.41421508789
6238.3076171875 59712.77799987793
6239.5576171875 61253.029708862305
6240.8076171875 60989.30912780762
6242.0576171875 61409.303131103516
6243.3076171875 61065.65138244629
6244.5576171875 60095.214904785156
6245.8076171875 60660.66944885254
6247.0576171875 60905.210876464844
6248.3076171875 61085.11117553711
6249.5576171875 61228.50843811035
6250.8076171875 61781.48799133301
6252.0576171875 62172.07176208496
6253.3076171875 62008.3360748291
6254.5576171875 61413.562072753906
6255.8076171875 60906.38932800293
6257.0576171875 60777.03749084473
6258.3076171875 59258.682525634766
6259.5576171875 57909.930587768555
6260.8076171875 58380.05618286133
6262.0576171875 59625.239990234375
6263.3076171875 59791.7473449707
6264.5576171875 59789.783462524414
6265.8076171875 59529.35949707031
6267.0576171875 59936.07666015625
6268.3076171875 60249.282318115234
6269.5576171875 60102.219650268555
6270.8076171875 59921.099349975586
6272.0576171875 60541.868713378906
6273.3076171875 60292.41143798828
6274.5576171875 59751.67907714844
6275.8076171875 58602.158767700195
6277.0576171875 57858.17771911621
6278.3076171875 59111.2551574707
6279.5576171875 60056.05360412598
6280.8076171875 60310.23742675781
6282.0576171875 59267.90107727051
6283.3076171875 57103.23538208008
6284.5576171875 55928.83241271973
6285.8076171875 57013.718994140625
6287.0576171875 58051.348373413086
6288.3076171875 57473.60011291504
6289.5576171875 57634.62467956543
6290.8076171875 58042.07960510254
6292.0576171875 58424.30946350098
6293.3076171875 59851.85446166992
6294.5576171875 60957.68127441406
6295.8076171875 60489.767669677734
6297.0576171875 59436.83239746094
6298.3076171875 58479.84034729004
6299.5576171875 59043.346267700195
6300.8076171875 58124.13081359863
6302.0576171875 57021.5426940918
6303.3076171875 57681.41064453125
6304.5576171875 57849.74983215332
6305.8076171875 59840.439361572266
6307.0576171875 61529.274002075195
6308.3076171875 61938.144302368164
6309.5576171875 61728.576889038086
6310.8076171875 61213.53173828125
6312.0576171875 60445.04884338379
6313.3076171875 60386.02685546875
6314.5576171875 60143.63740539551
6315.8076171875 60780.110580444336
6317.0576171875 62525.487365722656
6318.3076171875 60916.033126831055
6319.5576171875 61269.777908325195
6320.8076171875 61802.78839111328
6322.0576171875 61683.078048706055
6323.3076171875 60884.09231567383
6324.5576171875 60836.444091796875
6325.8076171875 60438.35842895508
6327.0576171875 59805.62803649902
6328.3076171875 60610.52755737305
6329.5576171875 60368.81979370117
6330.8076171875 59738.75216674805
6332.0576171875 61188.895568847656
6333.3076171875 63156.02850341797
6334.5576171875 63833.15460205078
6335.8076171875 65055.97521972656
6337.0576171875 65526.04470825195
6338.3076171875 67351.16934204102
6339.5576171875 69004.22305297852
6340.8076171875 72057.9896850586
6342.0576171875 74399.4292602539
6343.3076171875 77827.63009643555
6344.5576171875 81536.71667480469
6345.8076171875 83088.11456298828
6347.0576171875 78743.81692504883
6348.3076171875 73249.92163085938
6349.5576171875 69320.00210571289
6350.8076171875 67907.49862670898
6352.0576171875 67631.34440612793
6353.3076171875 66725.17070007324
6354.5576171875 66947.98983764648
6355.8076171875 65787.8745727539
6357.0576171875 65010.07272338867
6358.3076171875 63553.2766418457
6359.5576171875 63241.8571472168
6360.8076171875 62121.22010803223
6362.0576171875 61181.291259765625
6363.3076171875 60648.71170043945
6364.5576171875 59958.79066467285
6365.8076171875 60760.40083312988
6367.0576171875 61769.13055419922
6368.3076171875 62161.53080749512
6369.5576171875 62797.14685058594
6370.8076171875 63679.79379272461
6372.0576171875 63737.597579956055
6373.3076171875 63660.83395385742
6374.5576171875 63778.947982788086
6375.8076171875 63302.289474487305
6377.0576171875 63435.59884643555
6378.3076171875 63519.80088806152
6379.5576171875 62967.066650390625
6380.8076171875 61712.625091552734
6382.0576171875 61367.05081176758
6383.3076171875 61192.32781982422
6384.5576171875 62168.08692932129
6385.8076171875 62693.147201538086
6387.0576171875 62642.35595703125
6388.3076171875 62246.97497558594
6389.5576171875 61513.11573791504
6390.8076171875 61152.944763183594
6392.0576171875 61525.24142456055
6393.3076171875 61960.65719604492
6394.5576171875 62840.47937011719
6395.8076171875 63581.449462890625
6397.0576171875 64081.7723236084
6398.3076171875 64299.100341796875
6399.5576171875 63684.6120300293
6400.8076171875 63568.082763671875
6402.0576171875 63695.69650268555
6403.3076171875 64135.58428955078
6404.5576171875 64045.027099609375
6405.8076171875 64805.076080322266
6407.0576171875 65247.670806884766
6408.3076171875 66463.08898925781
6409.5576171875 67743.97396850586
6410.8076171875 67376.20291137695
6412.0576171875 66556.33599853516
6413.3076171875 65864.21536254883
6414.5576171875 65113.493408203125
6415.8076171875 64722.365325927734
6417.0576171875 64571.2481842041
6418.3076171875 64744.82098388672
6419.5576171875 65317.90464782715
6420.8076171875 65487.58953857422
6422.0576171875 64984.923889160156
6423.3076171875 64269.2169342041
6424.5576171875 63725.67597961426
6425.8076171875 63216.0419921875
6427.0576171875 63376.270736694336
6428.3076171875 63645.308181762695
6429.5576171875 64090.93348693848
6430.8076171875 64091.312911987305
6432.0576171875 64407.375061035156
6433.3076171875 64550.09580993652
6434.5576171875 64542.66780090332
6435.8076171875 64908.33932495117
6437.0576171875 64532.17106628418
6438.3076171875 63151.164138793945
6439.5576171875 61954.12367248535
6440.8076171875 62504.918197631836
6442.0576171875 63591.278381347656
6443.3076171875 63740.252853393555
6444.5576171875 63444.62487792969
6445.8076171875 62407.7529296875
6447.0576171875 62368.75067138672
6448.3076171875 63205.42027282715
6449.5576171875 64443.5574798584
6450.8076171875 64724.28955078125
6452.0576171875 64284.29330444336
6453.3076171875 63463.57876586914
6454.5576171875 62838.156173706055
6455.8076171875 63159.73338317871
6457.0576171875 63062.55757141113
6458.3076171875 62735.07116699219
6459.5576171875 62284.12391662598
6460.8076171875 62797.886947631836
6462.0576171875 62851.890869140625
6463.3076171875 62896.0290222168
6464.5576171875 63028.91467285156
6465.8076171875 62330.663970947266
6467.0576171875 61995.024169921875
6468.3076171875 62486.50895690918
6469.5576171875 63723.41780090332
6470.8076171875 64691.86866760254
6472.0576171875 64037.724380493164
6473.3076171875 64271.539459228516
6474.5576171875 63500.71990966797
6475.8076171875 62559.16027832031
6477.0576171875 62254.881088256836
6478.3076171875 61776.236267089844
6479.5576171875 62556.455963134766
6480.8076171875 63618.91654968262
6482.0576171875 63790.04804992676
6483.3076171875 63183.1125793457
6484.5576171875 63017.14140319824
6485.8076171875 62500.57841491699
6487.0576171875 63191.52430725098
6488.3076171875 64126.891021728516
6489.5576171875 64552.7120513916
6490.8076171875 64908.70127868652
6492.0576171875 64639.439025878906
6493.3076171875 64539.31619262695
6494.5576171875 63042.62759399414
6495.8076171875 61263.41586303711
6497.0576171875 60828.166915893555
6498.3076171875 62683.61569213867
6499.5576171875 62936.52716064453
6500.8076171875 63560.35134887695
6502.0576171875 63106.97982788086
6503.3076171875 62728.90333557129
6504.5576171875 64187.020935058594
6505.8076171875 65118.898208618164
6507.0576171875 65409.762435913086
6508.3076171875 64138.22883605957
6509.5576171875 63017.76557922363
6510.8076171875 63266.16793823242
6512.0576171875 63998.8720703125
6513.3076171875 64936.38310241699
6514.5576171875 64401.86714172363
6515.8076171875 63282.99072265625
6517.0576171875 63751.32043457031
6518.3076171875 64579.88204956055
6519.5576171875 65037.08837890625
6520.8076171875 65463.886657714844
6522.0576171875 65446.78300476074
6523.3076171875 65158.81037902832
6524.5576171875 66019.79943847656
6525.8076171875 66039.06382751465
6527.0576171875 65611.07261657715
6528.3076171875 64538.732666015625
6529.5576171875 64046.46472167969
6530.8076171875 63488.47282409668
6532.0576171875 64677.17121887207
6533.3076171875 64922.54119873047
6534.5576171875 65093.296142578125
6535.8076171875 65070.332916259766
6537.0576171875 64535.29682922363
6538.3076171875 63720.49375915527
6539.5576171875 62486.936126708984
6540.8076171875 60379.39114379883
6542.0576171875 58787.52574157715
6543.3076171875 58958.53370666504
6544.5576171875 59902.58711242676
6545.8076171875 61343.052673339844
6547.0576171875 62454.33451843262
6548.3076171875 63538.17202758789
6549.5576171875 64717.3835144043
6550.8076171875 64497.36004638672
6552.0576171875 65331.9208984375
6553.3076171875 66133.77395629883
6554.5576171875 65370.350524902344
6555.8076171875 64927.782135009766
6557.0576171875 65196.09944152832
6558.3076171875 65784.49356079102
6559.5576171875 66066.2364654541
6560.8076171875 65499.63838195801
6562.0576171875 65548.17041015625
6563.3076171875 65177.158294677734
6564.5576171875 64600.7010345459
6565.8076171875 64555.78739929199
6567.0576171875 65044.22610473633
6568.3076171875 65910.49649047852
6569.5576171875 66274.72030639648
6570.8076171875 66108.62237548828
6572.0576171875 66331.54708862305
6573.3076171875 65651.67684936523
6574.5576171875 65406.97869873047
6575.8076171875 66344.76062011719
6577.0576171875 67226.1276550293
6578.3076171875 67253.61331176758
6579.5576171875 67373.8784790039
6580.8076171875 68773.92776489258
6582.0576171875 70133.17736816406
6583.3076171875 71941.66171264648
6584.5576171875 73511.50344848633
6585.8076171875 75866.49530029297
6587.0576171875 80065.03588867188
6588.3076171875 84751.67385864258
6589.5576171875 88547.51220703125
6590.8076171875 92125.3851928711
6592.0576171875 96644.72430419922
6593.3076171875 104079.7507019043
6594.5576171875 111626.47570800781
6595.8076171875 113423.05334472656
6597.0576171875 105862.52941894531
6598.3076171875 97777.37628173828
6599.5576171875 93624.51278686523
6600.8076171875 93271.28170776367
6602.0576171875 94068.77758789062
6603.3076171875 96404.9128112793
6604.5576171875 98369.67459106445
6605.8076171875 100356.24188232422
6607.0576171875 104000.64953613281
6608.3076171875 109953.77532958984
6609.5576171875 118625.84295654297
6610.8076171875 117509.19567871094
6612.0576171875 104193.67401123047
6613.3076171875 91878.02990722656
6614.5576171875 87772.13809204102
6615.8076171875 88316.2858581543
6617.0576171875 90159.47250366211
6618.3076171875 92243.22137451172
6619.5576171875 95336.77133178711
6620.8076171875 100430.27990722656
6622.0576171875 108662.90557861328
6623.3076171875 119184.57498168945
6624.5576171875 132315.0125427246
6625.8076171875 144904.87734985352
6627.0576171875 157197.43786621094
6628.3076171875 174240.1895751953
6629.5576171875 195658.20697021484
6630.8076171875 209706.64935302734
6632.0576171875 195632.80853271484
6633.3076171875 165762.84899902344
6634.5576171875 140205.54864501953
6635.8076171875 127565.31655883789
6637.0576171875 120594.9836730957
6638.3076171875 114518.48278808594
6639.5576171875 109070.44415283203
6640.8076171875 102993.67282104492
6642.0576171875 98318.26086425781
6643.3076171875 94327.02923583984
6644.5576171875 89844.7026977539
6645.8076171875 85115.70678710938
6647.0576171875 80838.14340209961
6648.3076171875 77947.50149536133
6649.5576171875 75222.99365234375
6650.8076171875 73376.50665283203
6652.0576171875 71332.24435424805
6653.3076171875 69779.21990966797
6654.5576171875 68161.07513427734
6655.8076171875 66935.67980957031
6657.0576171875 66538.31546020508
6658.3076171875 67091.16389465332
6659.5576171875 67686.4987487793
6660.8076171875 67516.18338012695
6662.0576171875 66770.71903991699
6663.3076171875 67370.6575012207
6664.5576171875 67763.86224365234
6665.8076171875 68189.25820922852
6667.0576171875 68999.90600585938
6668.3076171875 68721.1389465332
6669.5576171875 68469.97482299805
6670.8076171875 68059.98626708984
6672.0576171875 67469.87167358398
6673.3076171875 67206.10470581055
6674.5576171875 67619.98361206055
6675.8076171875 68036.11544799805
6677.0576171875 67894.60092163086
6678.3076171875 67445.84167480469
6679.5576171875 66835.45721435547
6680.8076171875 66244.91963195801
6682.0576171875 65782.57043457031
6683.3076171875 66414.37762451172
6684.5576171875 67740.96017456055
6685.8076171875 67848.10189819336
6687.0576171875 67879.93685913086
6688.3076171875 67798.3415222168
6689.5576171875 68008.29446411133
6690.8076171875 67036.93362426758
6692.0576171875 66648.57092285156
6693.3076171875 67181.6275177002
6694.5576171875 67153.10632324219
6695.8076171875 67571.6487121582
6697.0576171875 68121.93161010742
6698.3076171875 68082.77670288086
6699.5576171875 67947.51831054688
6700.8076171875 67784.52947998047
6702.0576171875 67900.0461730957
6703.3076171875 68044.44396972656
6704.5576171875 67876.1693725586
6705.8076171875 67757.06805419922
6707.0576171875 68042.8122253418
6708.3076171875 67738.00915527344
6709.5576171875 67319.33706665039
6710.8076171875 66729.89752197266
6712.0576171875 66754.01126098633
6713.3076171875 66487.14590454102
6714.5576171875 66747.10021972656
6715.8076171875 67440.36178588867
6717.0576171875 68064.94860839844
6718.3076171875 68579.75466918945
6719.5576171875 68881.58959960938
6720.8076171875 69038.94314575195
6722.0576171875 69331.43814086914
6723.3076171875 68867.91397094727
6724.5576171875 68337.20797729492
6725.8076171875 67644.53244018555
6727.0576171875 66890.1311340332
6728.3076171875 67396.43566894531
6729.5576171875 68171.36053466797
6730.8076171875 69131.74676513672
6732.0576171875 68947.90574645996
6733.3076171875 68378.86137390137
6734.5576171875 68938.52932739258
6735.8076171875 68980.68170166016
6737.0576171875 69162.92395019531
6738.3076171875 69268.91091918945
6739.5576171875 69299.19897460938
6740.8076171875 69735.7458190918
6742.0576171875 69138.45681762695
6743.3076171875 68928.24032592773
6744.5576171875 68145.07821655273
6745.8076171875 68295.2896118164
6747.0576171875 68877.18978881836
6748.3076171875 69606.48239135742
6749.5576171875 70278.60305786133
6750.8076171875 71029.62774658203
6752.0576171875 71645.4662475586
6753.3076171875 72671.81787109375
6754.5576171875 74539.96981811523
6755.8076171875 76513.77410888672
6757.0576171875 79762.49758911133
6758.3076171875 83817.16122436523
6759.5576171875 87313.06280517578
6760.8076171875 91668.99005126953
6762.0576171875 97973.39840698242
6763.3076171875 105620.75375366211
6764.5576171875 111304.68444824219
6765.8076171875 109110.94635009766
6767.0576171875 100770.75219726562
6768.3076171875 93649.44299316406
6769.5576171875 90050.79205322266
6770.8076171875 89560.14694213867
6772.0576171875 91045.8685913086
6773.3076171875 92832.17831420898
6774.5576171875 94317.32458496094
6775.8076171875 96646.43295288086
6777.0576171875 100333.86437988281
6778.3076171875 105064.11376953125
6779.5576171875 106699.01318359375
6780.8076171875 100644.15258789062
6782.0576171875 91893.56326293945
6783.3076171875 85907.81729125977
6784.5576171875 82679.96835327148
6785.8076171875 80348.83731079102
6787.0576171875 78730.07397460938
6788.3076171875 77218.59262084961
6789.5576171875 76491.37063598633
6790.8076171875 75476.79498291016
6792.0576171875 73761.8544921875
6793.3076171875 73163.58624267578
6794.5576171875 72431.06481933594
6795.8076171875 71155.79293823242
6797.0576171875 70624.36669921875
6798.3076171875 70170.02011108398
6799.5576171875 69584.63027954102
6800.8076171875 69340.17736816406
6802.0576171875 69167.21170043945
6803.3076171875 69076.17465209961
6804.5576171875 69456.90270996094
6805.8076171875 70088.29736328125
6807.0576171875 70805.48159790039
6808.3076171875 70837.73733520508
6809.5576171875 70864.04702758789
6810.8076171875 70838.46795654297
6812.0576171875 70701.89251708984
6813.3076171875 70166.48956298828
6814.5576171875 69640.66995239258
6815.8076171875 69448.55114746094
6817.0576171875 68889.84066772461
6818.3076171875 69059.72900390625
6819.5576171875 69347.4621887207
6820.8076171875 69367.79681396484
6822.0576171875 70307.54885864258
6823.3076171875 70683.01443481445
6824.5576171875 71048.42581176758
6825.8076171875 71453.5512084961
6827.0576171875 71565.978515625
6828.3076171875 71757.87710571289
6829.5576171875 71322.35482788086
6830.8076171875 69468.61471557617
6832.0576171875 69321.61624145508
6833.3076171875 69725.49627685547
6834.5576171875 68840.11614990234
6835.8076171875 69065.56274414062
6837.0576171875 69931.3324584961
6838.3076171875 70171.60800170898
6839.5576171875 70455.58822631836
6840.8076171875 70520.814453125
6842.0576171875 69914.83068847656
6843.3076171875 69494.87036132812
6844.5576171875 69880.0160522461
6845.8076171875 70176.73739624023
6847.0576171875 70753.19912719727
6848.3076171875 70559.58111572266
6849.5576171875 70779.0298461914
6850.8076171875 70702.80642700195
6852.0576171875 70800.62524414062
6853.3076171875 70474.8530883789
6854.5576171875 70783.25659179688
6855.8076171875 70742.38610839844
6857.0576171875 70891.8359375
6858.3076171875 70485.50314331055
6859.5576171875 70427.20425415039
6860.8076171875 69849.82846069336
6862.0576171875 70659.50555419922
6863.3076171875 71209.60464477539
6864.5576171875 70216.19012451172
6865.8076171875 71593.84362792969
6867.0576171875 67793.47653198242
6868.3076171875 66861.40762329102
6869.5576171875 70234.78356933594
6870.8076171875 70195.50997924805
6872.0576171875 69942.60952758789
6873.3076171875 70525.34826660156
6874.5576171875 70443.93951416016
6875.8076171875 69873.4880065918
6877.0576171875 69426.02478027344
6878.3076171875 69461.26989746094
6879.5576171875 71094.44833374023
6880.8076171875 72592.49514770508
6882.0576171875 71480.37612915039
6883.3076171875 71082.69012451172
6884.5576171875 71406.11053466797
6885.8076171875 69795.48846435547
6887.0576171875 70509.61434936523
6888.3076171875 69373.57467651367
6889.5576171875 68826.29904174805
6890.8076171875 69374.69589233398
6892.0576171875 67472.32406616211
6893.3076171875 69883.94326782227
6894.5576171875 71261.23123168945
6895.8076171875 70020.00549316406
6897.0576171875 71918.55303955078
6898.3076171875 71909.45101928711
6899.5576171875 69734.27975463867
6900.8076171875 71096.74984741211
6902.0576171875 71782.94232177734
6903.3076171875 69722.49084472656
6904.5576171875 68463.30227661133
6905.8076171875 70123.6291809082
6907.0576171875 69389.00350952148
6908.3076171875 67918.54281616211
6909.5576171875 68952.89459228516
6910.8076171875 70576.05276489258
6912.0576171875 70472.02590942383
6913.3076171875 70095.49789428711
6914.5576171875 72242.56503295898
6915.8076171875 72744.31384277344
6917.0576171875 71291.51934814453
6918.3076171875 70959.18634033203
6919.5576171875 72259.68338012695
6920.8076171875 71705.87939453125
6922.0576171875 71484.54010009766
6923.3076171875 70767.61727905273
6924.5576171875 70988.06729125977
6925.8076171875 71529.22680664062
6927.0576171875 71948.63119506836
6928.3076171875 71271.89169311523
6929.5576171875 70864.67059326172
