Wavelength Flux
6930.8076171875 70920.95867919922
6932.0576171875 70741.08557128906
6933.3076171875 70798.38690185547
6934.5576171875 71794.46545410156
6935.8076171875 71756.7360534668
6937.0576171875 71597.5131225586
6938.3076171875 72885.32092285156
6939.5576171875 72659.64376831055
6940.8076171875 72839.00955200195
6942.0576171875 72915.4592590332
6943.3076171875 72533.00778198242
6944.5576171875 72632.3717956543
6945.8076171875 72426.61791992188
6947.0576171875 71784.96817016602
6948.3076171875 73785.51629638672
6949.5576171875 72854.50598144531
6950.8076171875 72289.0513305664
6952.0576171875 72130.05953979492
6953.3076171875 72965.91079711914
6954.5576171875 73575.75106811523
6955.8076171875 72273.94995117188
6957.0576171875 72929.82177734375
6958.3076171875 72879.37716674805
6959.5576171875 72577.25866699219
6960.8076171875 73023.00668334961
6962.0576171875 72859.8793334961
6963.3076171875 72656.15649414062
6964.5576171875 71755.34930419922
6965.8076171875 72091.966796875
6967.0576171875 72412.36206054688
6968.3076171875 72700.33657836914
6969.5576171875 72567.43029785156
6970.8076171875 72329.70733642578
6972.0576171875 72649.0980834961
6973.3076171875 72542.44024658203
6974.5576171875 71383.97930908203
6975.8076171875 70358.68405151367
6977.0576171875 70542.74423217773
6978.3076171875 71899.80612182617
6979.5576171875 71453.10833740234
6980.8076171875 71786.45910644531
6982.0576171875 72147.67691040039
6983.3076171875 72126.91787719727
6984.5576171875 71590.17007446289
6985.8076171875 70616.32748413086
6987.0576171875 70128.87850952148
6988.3076171875 70227.22439575195
6989.5576171875 71084.1519165039
6990.8076171875 72507.7798461914
6992.0576171875 71259.68118286133
6993.3076171875 69570.97033691406
6994.5576171875 70287.21411132812
6995.8076171875 71197.07455444336
6997.0576171875 70120.98046875
6998.3076171875 69909.09970092773
6999.5576171875 71133.2004699707
7000.8076171875 71200.54522705078
7002.0576171875 70554.10131835938
7003.3076171875 68698.75689697266
7004.5576171875 67906.90365600586
7005.8076171875 70298.14505004883
7007.0576171875 71912.0903930664
7008.3076171875 72025.31066894531
7009.5576171875 71495.14556884766
7010.8076171875 71714.81887817383
7012.0576171875 72640.20065307617
7013.3076171875 72750.14807128906
7014.5576171875 71003.6940612793
7015.8076171875 70136.98449707031
7017.0576171875 71523.81311035156
7018.3076171875 73187.71844482422
7019.5576171875 72997.92105102539
7020.8076171875 72531.72439575195
7022.0576171875 71799.45321655273
7023.3076171875 71675.36743164062
7024.5576171875 72052.98303222656
7025.8076171875 69194.14178466797
7027.0576171875 67398.83782958984
7028.3076171875 68455.49041748047
7029.5576171875 69723.62335205078
7030.8076171875 70658.66873168945
7032.0576171875 72243.43765258789
7033.3076171875 73075.65759277344
7034.5576171875 73929.77029418945
7035.8076171875 73521.86227416992
7037.0576171875 72744.23141479492
7038.3076171875 71891.18240356445
7039.5576171875 71713.70571899414
7040.8076171875 73186.5852355957
7042.0576171875 73428.22198486328
7043.3076171875 73430.0143737793
7044.5576171875 73233.4938659668
7045.8076171875 73462.76434326172
7047.0576171875 73642.4186706543
7048.3076171875 72950.42388916016
7049.5576171875 71532.6672668457
7050.8076171875 70279.77719116211
7052.0576171875 70607.45986938477
7053.3076171875 71379.96185302734
7054.5576171875 71996.0910949707
7055.8076171875 70930.16165161133
7057.0576171875 71073.44082641602
7058.3076171875 72085.71987915039
7059.5576171875 72616.02392578125
7060.8076171875 72894.11770629883
7062.0576171875 72859.4839477539
7063.3076171875 72510.1499633789
7064.5576171875 71940.39688110352
7065.8076171875 71413.82885742188
7067.0576171875 70671.31948852539
7068.3076171875 71619.45086669922
7069.5576171875 72503.03247070312
7070.8076171875 73131.67929077148
7072.0576171875 72880.5248413086
7073.3076171875 72568.21771240234
7074.5576171875 72147.47985839844
7075.8076171875 71746.68960571289
7077.0576171875 71436.57940673828
7078.3076171875 72598.23916625977
7079.5576171875 73025.66137695312
7080.8076171875 73607.67861938477
7082.0576171875 73326.12005615234
7083.3076171875 73083.60925292969
7084.5576171875 73203.75616455078
7085.8076171875 73477.54959106445
7087.0576171875 73673.22470092773
7088.3076171875 72426.41369628906
7089.5576171875 72951.55157470703
7090.8076171875 73923.02160644531
7092.0576171875 75157.82626342773
7093.3076171875 75601.4987487793
7094.5576171875 75216.00173950195
7095.8076171875 74745.61959838867
7097.0576171875 74601.54431152344
7098.3076171875 75287.47567749023
7099.5576171875 75879.42660522461
7100.8076171875 75730.11651611328
7102.0576171875 74441.44979858398
7103.3076171875 73246.76904296875
7104.5576171875 72421.83514404297
7105.8076171875 72047.86416625977
7107.0576171875 72211.60568237305
7108.3076171875 72732.33480834961
7109.5576171875 72285.49990844727
7110.8076171875 71816.40078735352
7112.0576171875 71769.44134521484
7113.3076171875 72379.7580871582
7114.5576171875 72276.8258972168
7115.8076171875 72479.34576416016
7117.0576171875 71422.88034057617
7118.3076171875 70892.76440429688
7119.5576171875 70681.89782714844
7120.8076171875 71287.93493652344
7122.0576171875 72288.27227783203
7123.3076171875 73521.44970703125
7124.5576171875 73201.1498413086
7125.8076171875 73061.58166503906
7127.0576171875 73009.80856323242
7128.3076171875 72831.80419921875
7129.5576171875 73389.22772216797
7130.8076171875 73743.8589477539
7132.0576171875 73805.02850341797
7133.3076171875 73335.48300170898
7134.5576171875 71931.4067993164
7135.8076171875 70214.64880371094
7137.0576171875 69832.90353393555
7138.3076171875 70046.55126953125
7139.5576171875 70285.95211791992
7140.8076171875 70184.94104003906
7142.0576171875 70231.53799438477
7143.3076171875 70190.62646484375
7144.5576171875 69911.90942382812
7145.8076171875 69838.806640625
7147.0576171875 69772.5090637207
7148.3076171875 70045.32998657227
7149.5576171875 70650.74700927734
7150.8076171875 70258.00057983398
7152.0576171875 70968.38595581055
7153.3076171875 70923.94836425781
7154.5576171875 70524.82772827148
7155.8076171875 70761.10781860352
7157.0576171875 70266.97689819336
7158.3076171875 70222.92147827148
7159.5576171875 70071.00881958008
7160.8076171875 69584.77847290039
7162.0576171875 68548.32678222656
7163.3076171875 68484.85339355469
7164.5576171875 69186.68063354492
7165.8076171875 69451.10983276367
7167.0576171875 69480.97830200195
7168.3076171875 70573.52432250977
7169.5576171875 69459.48767089844
7170.8076171875 69525.88861083984
7172.0576171875 69068.76196289062
7173.3076171875 69563.6022644043
7174.5576171875 71239.78887939453
7175.8076171875 69123.9462890625
7177.0576171875 68526.41052246094
7178.3076171875 70594.4465637207
7179.5576171875 69996.02227783203
7180.8076171875 67975.02279663086
7182.0576171875 69057.23983764648
7183.3076171875 68369.06021118164
7184.5576171875 68808.90151977539
7185.8076171875 68857.23928833008
7187.0576171875 70993.75262451172
7188.3076171875 74017.73684692383
7189.5576171875 72176.97985839844
7190.8076171875 69519.56381225586
7192.0576171875 69798.02725219727
7193.3076171875 70884.81750488281
7194.5576171875 71818.0805053711
7195.8076171875 71743.14224243164
7197.0576171875 70190.26083374023
7198.3076171875 70768.92184448242
7199.5576171875 67954.13317871094
7200.8076171875 67701.04690551758
7202.0576171875 70477.72769165039
7203.3076171875 69975.66812133789
7204.5576171875 70323.23123168945
7205.8076171875 70743.82501220703
7207.0576171875 72124.49249267578
7208.3076171875 71422.298828125
7209.5576171875 71099.43246459961
7210.8076171875 70531.37539672852
7212.0576171875 70278.7699584961
7213.3076171875 70918.66836547852
7214.5576171875 70444.44259643555
7215.8076171875 69289.11410522461
7217.0576171875 69044.40368652344
7218.3076171875 69171.84359741211
7219.5576171875 70622.13189697266
7220.8076171875 71940.46298217773
7222.0576171875 70761.60424804688
7223.3076171875 70586.35845947266
7224.5576171875 71560.69967651367
7225.8076171875 71439.77212524414
7227.0576171875 70511.93377685547
7228.3076171875 70810.40701293945
7229.5576171875 71654.89810180664
7230.8076171875 70992.32363891602
7232.0576171875 69398.24014282227
7233.3076171875 68735.90563964844
7234.5576171875 68466.4175415039
7235.8076171875 70496.51287841797
7237.0576171875 71290.76959228516
7238.3076171875 71310.41680908203
7239.5576171875 67382.21328735352
7240.8076171875 68311.58514404297
7242.0576171875 68981.87222290039
7243.3076171875 69244.02990722656
7244.5576171875 71858.60934448242
7245.8076171875 69576.12475585938
7247.0576171875 70717.13583374023
7248.3076171875 70526.97750854492
7249.5576171875 71150.962890625
7250.8076171875 71464.24392700195
7252.0576171875 69236.94757080078
7253.3076171875 69684.3662109375
7254.5576171875 71984.47604370117
7255.8076171875 71516.15365600586
7257.0576171875 69802.53421020508
7258.3076171875 69798.37783813477
7259.5576171875 68919.11813354492
7260.8076171875 68801.27661132812
7262.0576171875 71410.12796020508
7263.3076171875 71417.01947021484
7264.5576171875 69879.38174438477
7265.8076171875 71224.47225952148
7267.0576171875 72404.32543945312
7268.3076171875 71807.39239501953
7269.5576171875 71675.31634521484
7270.8076171875 73064.29400634766
7272.0576171875 71226.19500732422
7273.3076171875 70433.52740478516
7274.5576171875 70833.86431884766
7275.8076171875 71201.24600219727
7277.0576171875 67951.56524658203
7278.3076171875 71606.56658935547
7279.5576171875 73074.85440063477
7280.8076171875 72090.14291381836
7282.0576171875 71633.16943359375
7283.3076171875 73490.48648071289
7284.5576171875 73332.4047241211
7285.8076171875 72453.35562133789
7287.0576171875 72267.99517822266
7288.3076171875 73263.6898803711
7289.5576171875 71898.64004516602
7290.8076171875 72167.18713378906
7292.0576171875 72932.27130126953
7293.3076171875 73054.46881103516
7294.5576171875 71734.4020690918
7295.8076171875 72409.6457824707
7297.0576171875 72664.34338378906
7298.3076171875 71439.52444458008
7299.5576171875 72871.11611938477
7300.8076171875 74043.66607666016
7302.0576171875 72577.69207763672
7303.3076171875 72271.99856567383
7304.5576171875 72116.82482910156
7305.8076171875 72852.73355102539
7307.0576171875 73512.86224365234
7308.3076171875 72761.98815917969
7309.5576171875 73104.09213256836
7310.8076171875 73363.80291748047
7312.0576171875 72282.09875488281
7313.3076171875 71258.94888305664
7314.5576171875 71665.66009521484
7315.8076171875 73320.96060180664
7317.0576171875 69929.23626708984
7318.3076171875 72398.67071533203
7319.5576171875 73771.87344360352
7320.8076171875 73752.98672485352
7322.0576171875 74570.49594116211
7323.3076171875 74236.29446411133
7324.5576171875 73258.24002075195
7325.8076171875 70927.98333740234
7327.0576171875 71397.19259643555
7328.3076171875 73325.89059448242
7329.5576171875 71729.3151550293
7330.8076171875 71154.25561523438
7332.0576171875 70005.38891601562
7333.3076171875 69033.52523803711
7334.5576171875 69289.98529052734
7335.8076171875 70567.74954223633
7337.0576171875 71663.45565795898
7338.3076171875 73418.49374389648
7339.5576171875 74455.25207519531
7340.8076171875 73047.39489746094
7342.0576171875 70472.43753051758
7343.3076171875 70969.47714233398
7344.5576171875 71768.45397949219
7345.8076171875 72884.13613891602
7347.0576171875 72150.5671081543
7348.3076171875 71854.25439453125
7349.5576171875 72839.44555664062
7350.8076171875 74017.25582885742
7352.0576171875 73356.27435302734
7353.3076171875 72638.1799621582
7354.5576171875 72852.81134033203
7355.8076171875 72782.22973632812
7357.0576171875 73320.43762207031
7358.3076171875 73722.23107910156
7359.5576171875 71034.4868774414
7360.8076171875 71408.12112426758
7362.0576171875 72007.9185180664
7363.3076171875 71932.76525878906
7364.5576171875 72939.98037719727
7365.8076171875 74074.75408935547
7367.0576171875 74887.67269897461
7368.3076171875 75604.74493408203
7369.5576171875 75145.15130615234
7370.8076171875 75312.30160522461
7372.0576171875 77025.16891479492
7373.3076171875 77810.81289672852
7374.5576171875 78030.80969238281
7375.8076171875 78013.92346191406
7377.0576171875 76635.94607543945
7378.3076171875 76068.25741577148
7379.5576171875 76547.12069702148
7380.8076171875 76673.35452270508
7382.0576171875 75912.18743896484
7383.3076171875 76123.40948486328
7384.5576171875 77131.86239624023
7385.8076171875 76936.55285644531
7387.0576171875 76399.552734375
7388.3076171875 75769.47750854492
7389.5576171875 75068.02017211914
7390.8076171875 75970.16806030273
7392.0576171875 76238.27719116211
7393.3076171875 76504.97290039062
7394.5576171875 75677.857421875
7395.8076171875 74622.669921875
7397.0576171875 74429.00894165039
7398.3076171875 73913.86141967773
7399.5576171875 74869.98135375977
7400.8076171875 75985.39505004883
7402.0576171875 74671.17175292969
7403.3076171875 73946.89987182617
7404.5576171875 73593.32263183594
7405.8076171875 73524.40600585938
7407.0576171875 72923.22802734375
7408.3076171875 72172.60610961914
7409.5576171875 71706.48989868164
7410.8076171875 72470.80688476562
7412.0576171875 74227.35968017578
7413.3076171875 74326.38467407227
7414.5576171875 74074.30853271484
7415.8076171875 73392.18572998047
7417.0576171875 73639.64617919922
7418.3076171875 74055.53549194336
7419.5576171875 74418.6176147461
7420.8076171875 74488.97259521484
7422.0576171875 74900.06777954102
7423.3076171875 75683.33309936523
7424.5576171875 75952.6921081543
7425.8076171875 75944.21524047852
7427.0576171875 76112.89547729492
7428.3076171875 76505.16549682617
7429.5576171875 76402.03176879883
7430.8076171875 77245.19018554688
7432.0576171875 77614.2085571289
7433.3076171875 77574.95397949219
7434.5576171875 76431.00616455078
7435.8076171875 75601.49267578125
7437.0576171875 75541.23739624023
7438.3076171875 74687.92846679688
7439.5576171875 73510.17565917969
7440.8076171875 73106.7135925293
7442.0576171875 73143.94912719727
7443.3076171875 73218.67541503906
7444.5576171875 73800.35842895508
7445.8076171875 74501.62438964844
7447.0576171875 75008.11630249023
7448.3076171875 75394.38803100586
7449.5576171875 75616.85833740234
7450.8076171875 75318.11856079102
7452.0576171875 75240.43536376953
7453.3076171875 74700.83517456055
7454.5576171875 74284.86685180664
7455.8076171875 75489.47161865234
7457.0576171875 76084.00720214844
7458.3076171875 76338.47213745117
7459.5576171875 75887.92568969727
7460.8076171875 75447.64517211914
7462.0576171875 74732.15014648438
7463.3076171875 74311.89273071289
7464.5576171875 74384.25643920898
7465.8076171875 74617.49072265625
7467.0576171875 73794.82983398438
7468.3076171875 72895.00103759766
7469.5576171875 72731.3740234375
7470.8076171875 73258.48733520508
7472.0576171875 73519.66079711914
7473.3076171875 73926.53359985352
7474.5576171875 73361.96200561523
7475.8076171875 72768.97393798828
7477.0576171875 72772.83837890625
7478.3076171875 73797.7470703125
7479.5576171875 75273.95568847656
7480.8076171875 75511.79385375977
7482.0576171875 76382.83032226562
7483.3076171875 75397.66384887695
7484.5576171875 74111.45138549805
7485.8076171875 74032.71951293945
7487.0576171875 74663.09564208984
7488.3076171875 75596.58227539062
7489.5576171875 76238.22674560547
7490.8076171875 75752.99752807617
7492.0576171875 75252.36657714844
7493.3076171875 74739.73248291016
7494.5576171875 73559.83203125
7495.8076171875 73607.4058227539
7497.0576171875 74138.54830932617
7498.3076171875 73994.23541259766
7499.5576171875 74104.48403930664
7500.8076171875 74427.35418701172
7502.0576171875 74857.72817993164
7503.3076171875 75410.22445678711
7504.5576171875 76009.47891235352
7505.8076171875 76536.57516479492
7507.0576171875 76716.35903930664
7508.3076171875 76755.60934448242
7509.5576171875 76635.4856262207
7510.8076171875 76140.58297729492
7512.0576171875 75579.1584777832
7513.3076171875 75342.88610839844
7514.5576171875 74097.50411987305
7515.8076171875 73716.7258605957
7517.0576171875 73687.00939941406
7518.3076171875 74650.76788330078
7519.5576171875 75501.57415771484
7520.8076171875 76359.29266357422
7522.0576171875 77214.91961669922
7523.3076171875 76345.30673217773
7524.5576171875 74422.88665771484
7525.8076171875 74777.74472045898
7527.0576171875 74845.4281616211
7528.3076171875 74795.25024414062
7529.5576171875 75277.52774047852
7530.8076171875 75420.16516113281
7532.0576171875 75265.87600708008
7533.3076171875 75733.09469604492
7534.5576171875 75419.35269165039
7535.8076171875 75189.52621459961
7537.0576171875 75163.68057250977
7538.3076171875 75450.0609741211
7539.5576171875 76075.01327514648
7540.8076171875 76789.07431030273
7542.0576171875 76449.9945678711
7543.3076171875 75793.2484741211
7544.5576171875 75617.76821899414
7545.8076171875 74919.50857543945
7547.0576171875 74109.92431640625
7548.3076171875 73143.41134643555
7549.5576171875 73405.47705078125
7550.8076171875 74718.95733642578
7552.0576171875 75833.33908081055
7553.3076171875 76546.15463256836
7554.5576171875 76451.72561645508
7555.8076171875 76996.62069702148
7557.0576171875 76862.28741455078
7558.3076171875 76605.94723510742
7559.5576171875 75841.75158691406
7560.8076171875 75605.5209350586
7562.0576171875 75602.53787231445
7563.3076171875 75127.51751708984
7564.5576171875 75291.20272827148
7565.8076171875 75002.5493774414
7567.0576171875 75216.94549560547
7568.3076171875 75709.12271118164
7569.5576171875 76409.52285766602
7570.8076171875 78066.93548583984
7572.0576171875 77013.61315917969
7573.3076171875 77451.50985717773
7574.5576171875 77370.24685668945
7575.8076171875 76610.0471496582
7577.0576171875 76290.3490600586
7578.3076171875 76019.51922607422
7579.5576171875 75296.12860107422
7580.8076171875 76010.50051879883
7582.0576171875 76257.18612670898
7583.3076171875 76556.55700683594
7584.5576171875 76866.42398071289
7585.8076171875 76417.26449584961
7587.0576171875 76064.06619262695
7588.3076171875 76858.39971923828
7589.5576171875 77783.96896362305
7590.8076171875 78941.2649230957
7592.0576171875 79277.65197753906
7593.3076171875 75807.72689819336
7594.5576171875 72008.93878173828
7595.8076171875 72791.35781860352
7597.0576171875 76385.86477661133
7598.3076171875 74422.6591796875
7599.5576171875 70911.4066772461
7600.8076171875 72103.1669921875
7602.0576171875 72283.43295288086
7603.3076171875 72958.84396362305
7604.5576171875 74035.00189208984
7605.8076171875 74856.7975769043
7607.0576171875 74742.16543579102
7608.3076171875 73052.34744262695
7609.5576171875 74116.44226074219
7610.8076171875 74998.083984375
7612.0576171875 73217.64352416992
7613.3076171875 76222.2163696289
7614.5576171875 72897.38137817383
7615.8076171875 75613.72485351562
7617.0576171875 78974.29165649414
7618.3076171875 78875.67016601562
7619.5576171875 75156.94607543945
7620.8076171875 75965.80386352539
7622.0576171875 76221.91018676758
7623.3076171875 69483.33618164062
7624.5576171875 77170.1311340332
7625.8076171875 75000.60202026367
7627.0576171875 67987.24908447266
7628.3076171875 78632.89419555664
7629.5576171875 77196.13491821289
7630.8076171875 66698.93975830078
7632.0576171875 77623.75534057617
7633.3076171875 81900.34466552734
7634.5576171875 69489.73397827148
7635.8076171875 72472.12908935547
7637.0576171875 80846.32662963867
7638.3076171875 74267.484375
7639.5576171875 65637.17755126953
7640.8076171875 75151.79217529297
7642.0576171875 77811.08001708984
7643.3076171875 69009.59774780273
7644.5576171875 68807.48062133789
7645.8076171875 77936.14154052734
7647.0576171875 77715.73901367188
7648.3076171875 69228.7180480957
7649.5576171875 71536.01406860352
7650.8076171875 78367.53680419922
7652.0576171875 77208.58740234375
7653.3076171875 70475.70684814453
7654.5576171875 69080.89779663086
7655.8076171875 73454.56591796875
7657.0576171875 73936.29602050781
7658.3076171875 70768.09002685547
7659.5576171875 70530.36044311523
7660.8076171875 75219.0173034668
7662.0576171875 76699.5453491211
7663.3076171875 73762.62915039062
7664.5576171875 69942.39111328125
7665.8076171875 72381.98696899414
7667.0576171875 75906.41259765625
7668.3076171875 75687.90347290039
7669.5576171875 73223.48165893555
7670.8076171875 72266.33953857422
7672.0576171875 73453.69317626953
7673.3076171875 72965.67883300781
7674.5576171875 72636.15505981445
7675.8076171875 71359.22137451172
7677.0576171875 73055.33081054688
7678.3076171875 75282.56845092773
7679.5576171875 76074.35952758789
7680.8076171875 75544.42105102539
7682.0576171875 74186.45291137695
7683.3076171875 74213.25170898438
7684.5576171875 74691.38305664062
7685.8076171875 74336.69302368164
7687.0576171875 73822.97827148438
7688.3076171875 73656.83895874023
7689.5576171875 74206.41973876953
7690.8076171875 74857.17880249023
7692.0576171875 75000.3648071289
7693.3076171875 74525.10336303711
7694.5576171875 74428.22329711914
7695.8076171875 74341.41973876953
7697.0576171875 75072.93322753906
7698.3076171875 75712.49142456055
7699.5576171875 75020.34149169922
7700.8076171875 74334.57580566406
7702.0576171875 73941.4557800293
7703.3076171875 73922.49420166016
7704.5576171875 74415.56134033203
7705.8076171875 74224.98159790039
7707.0576171875 73854.52587890625
7708.3076171875 73043.64846801758
7709.5576171875 72441.97314453125
7710.8076171875 72876.92279052734
7712.0576171875 72483.71780395508
7713.3076171875 70074.57287597656
7714.5576171875 71023.69036865234
7715.8076171875 70822.23178100586
7717.0576171875 69891.56323242188
7718.3076171875 68014.41171264648
7719.5576171875 65134.36169433594
7720.8076171875 60822.07711791992
7722.0576171875 62190.210205078125
7723.3076171875 67351.30572509766
7724.5576171875 70989.47644042969
7725.8076171875 72808.5094909668
7727.0576171875 73069.74868774414
7728.3076171875 73556.30081176758
7729.5576171875 73647.87274169922
7730.8076171875 74170.9995727539
7732.0576171875 74143.9528503418
7733.3076171875 73812.43869018555
7734.5576171875 73259.24896240234
7735.8076171875 72996.43692016602
7737.0576171875 73716.91427612305
7738.3076171875 73761.48370361328
7739.5576171875 73947.44497680664
7740.8076171875 73895.7912902832
7742.0576171875 73893.92706298828
7743.3076171875 73734.92864990234
7744.5576171875 73232.62643432617
7745.8076171875 72367.97286987305
7747.0576171875 71860.52548217773
7748.3076171875 73799.40487670898
7749.5576171875 73957.28063964844
7750.8076171875 72423.10565185547
7752.0576171875 70763.34674072266
7753.3076171875 71114.78341674805
7754.5576171875 68529.76940917969
7755.8076171875 67077.85592651367
7757.0576171875 69059.98599243164
7758.3076171875 72910.30877685547
7759.5576171875 74421.43981933594
7760.8076171875 73678.72415161133
7762.0576171875 73592.97402954102
7763.3076171875 73469.48971557617
7764.5576171875 73043.89645385742
7765.8076171875 72093.43911743164
7767.0576171875 71725.65051269531
7768.3076171875 70663.28833007812
7769.5576171875 70193.74325561523
7770.8076171875 70341.49411010742
7772.0576171875 71272.50772094727
7773.3076171875 72490.07315063477
7774.5576171875 73031.72286987305
7775.8076171875 73228.3115234375
7777.0576171875 72598.34768676758
7778.3076171875 72540.3451538086
7779.5576171875 73170.951171875
7780.8076171875 72420.78015136719
7782.0576171875 72581.50927734375
7783.3076171875 73213.60748291016
7784.5576171875 73715.60250854492
7785.8076171875 74007.73016357422
7787.0576171875 73965.02249145508
7788.3076171875 73833.43984985352
7789.5576171875 74361.65173339844
7790.8076171875 74139.30920410156
7792.0576171875 76385.84576416016
7793.3076171875 76624.2082824707
7794.5576171875 74342.75076293945
7795.8076171875 74584.02340698242
7797.0576171875 74910.33721923828
7798.3076171875 74357.35260009766
7799.5576171875 73932.22924804688
7800.8076171875 73893.06527709961
7802.0576171875 72806.72463989258
7803.3076171875 72705.52801513672
7804.5576171875 71376.47537231445
7805.8076171875 71867.90045166016
7807.0576171875 73677.27947998047
7808.3076171875 74060.24084472656
7809.5576171875 74536.14819335938
7810.8076171875 74999.01971435547
7812.0576171875 75183.95358276367
7813.3076171875 75488.2829284668
7814.5576171875 75407.91989135742
7815.8076171875 75238.60690307617
7817.0576171875 75371.59259033203
7818.3076171875 74980.39584350586
7819.5576171875 76862.90194702148
7820.8076171875 77304.62286376953
7822.0576171875 73621.68493652344
7823.3076171875 74810.14404296875
7824.5576171875 75083.21081542969
7825.8076171875 74837.55926513672
7827.0576171875 74305.27450561523
7828.3076171875 73690.01498413086
7829.5576171875 72980.89358520508
7830.8076171875 73126.14093017578
7832.0576171875 73645.81030273438
7833.3076171875 74397.53845214844
7834.5576171875 74580.10134887695
7835.8076171875 74608.73223876953
7837.0576171875 74872.86749267578
7838.3076171875 75030.04357910156
7839.5576171875 76727.14218139648
7840.8076171875 77051.14270019531
7842.0576171875 75226.76181030273
7843.3076171875 75514.86749267578
7844.5576171875 75452.78713989258
7845.8076171875 74638.69384765625
7847.0576171875 75330.81600952148
7848.3076171875 76219.16192626953
7849.5576171875 76211.23947143555
7850.8076171875 76394.16137695312
7852.0576171875 78906.5415649414
7853.3076171875 76472.48010253906
7854.5576171875 73249.10635375977
7855.8076171875 75063.89276123047
7857.0576171875 75576.62017822266
7858.3076171875 75800.95120239258
7859.5576171875 77826.49627685547
7860.8076171875 76762.12521362305
7862.0576171875 75969.75131225586
7863.3076171875 75775.18051147461
7864.5576171875 75113.21694946289
7865.8076171875 75304.59069824219
7867.0576171875 75931.21899414062
7868.3076171875 75640.3278503418
7869.5576171875 77587.20812988281
7870.8076171875 77008.13717651367
7872.0576171875 76663.82424926758
7873.3076171875 77797.42135620117
7874.5576171875 76998.3430480957
7875.8076171875 76187.03491210938
7877.0576171875 77256.14910888672
7878.3076171875 77901.33090209961
7879.5576171875 76811.02532958984
7880.8076171875 77717.19772338867
7882.0576171875 77698.6635131836
7883.3076171875 77433.32070922852
7884.5576171875 76546.74096679688
7885.8076171875 75576.08279418945
7887.0576171875 74959.19342041016
7888.3076171875 75689.81246948242
7889.5576171875 73795.53515625
7890.8076171875 71816.57611083984
7892.0576171875 72504.0491027832
7893.3076171875 73192.44021606445
7894.5576171875 73214.42984008789
7895.8076171875 74638.12231445312
7897.0576171875 76586.13583374023
7898.3076171875 76954.96264648438
7899.5576171875 75569.83840942383
7900.8076171875 74486.37280273438
7902.0576171875 75352.83184814453
7903.3076171875 76514.55242919922
7904.5576171875 76788.42120361328
7905.8076171875 76182.89834594727
7907.0576171875 74263.83605957031
7908.3076171875 73073.31674194336
7909.5576171875 74059.44021606445
7910.8076171875 76015.67868041992
7912.0576171875 78421.16384887695
7913.3076171875 77108.1858215332
7914.5576171875 73502.40274047852
7915.8076171875 75460.12866210938
7917.0576171875 76421.93167114258
7918.3076171875 76639.44638061523
7919.5576171875 76629.81958007812
7920.8076171875 76411.87969970703
7922.0576171875 75576.5280456543
7923.3076171875 76141.6598815918
7924.5576171875 75837.23767089844
7925.8076171875 75730.42831420898
7927.0576171875 73450.82315063477
7928.3076171875 72223.97378540039
7929.5576171875 73379.60900878906
7930.8076171875 72560.9596862793
7932.0576171875 72078.8942565918
7933.3076171875 73194.6304321289
7934.5576171875 74508.68048095703
7935.8076171875 75505.09631347656
7937.0576171875 76075.18521118164
7938.3076171875 75800.08450317383
7939.5576171875 75919.24633789062
7940.8076171875 75601.61413574219
7942.0576171875 76102.48959350586
7943.3076171875 77084.70791625977
7944.5576171875 77585.81854248047
7945.8076171875 77345.08285522461
7947.0576171875 77246.80407714844
7948.3076171875 77443.81457519531
7949.5576171875 75796.20043945312
7950.8076171875 74157.7398071289
7952.0576171875 73601.13027954102
7953.3076171875 73032.7437133789
7954.5576171875 73091.57382202148
7955.8076171875 73461.6918334961
7957.0576171875 73287.38394165039
7958.3076171875 73095.60446166992
7959.5576171875 72404.13864135742
7960.8076171875 71507.30807495117
7962.0576171875 71482.81637573242
7963.3076171875 73239.44708251953
7964.5576171875 70633.78573608398
7965.8076171875 71278.4916381836
7967.0576171875 72360.087890625
7968.3076171875 72690.060546875
7969.5576171875 73142.35266113281
7970.8076171875 73109.58227539062
7972.0576171875 73441.37353515625
7973.3076171875 73611.4167175293
7974.5576171875 73135.20053100586
7975.8076171875 74005.86965942383
7977.0576171875 73988.85275268555
7978.3076171875 75499.1802368164
7979.5576171875 74053.72045898438
7980.8076171875 73707.79135131836
7982.0576171875 74653.40118408203
7983.3076171875 73901.29501342773
7984.5576171875 73534.17776489258
7985.8076171875 73885.2575378418
7987.0576171875 74211.5845336914
7988.3076171875 73807.16262817383
7989.5576171875 73443.79217529297
7990.8076171875 73922.36544799805
7992.0576171875 77498.07919311523
7993.3076171875 72591.92645263672
7994.5576171875 71886.80093383789
7995.8076171875 72746.49493408203
7997.0576171875 72187.1840209961
7998.3076171875 71748.6498413086
7999.5576171875 71347.50408935547
8000.8076171875 71497.2407836914
8002.0576171875 71411.94091796875
8003.3076171875 71943.86294555664
8004.5576171875 72127.2258605957
8005.8076171875 72100.2514038086
8007.0576171875 71779.068359375
8008.3076171875 73995.01943969727
8009.5576171875 75079.92190551758
8010.8076171875 74721.1549987793
8012.0576171875 73819.08639526367
8013.3076171875 74702.5895690918
8014.5576171875 74266.0290222168
8015.8076171875 75440.94653320312
8017.0576171875 75618.75631713867
8018.3076171875 75983.04479980469
8019.5576171875 75353.17236328125
8020.8076171875 74468.61044311523
8022.0576171875 74273.15151977539
8023.3076171875 75633.30181884766
